variable,Ant,Ant,Ant,Ant,Ant,Nat,Nat,Nat,Nat,Nat,GHG,GHG,GHG,GHG,GHG,OHF,OHF,OHF,OHF,OHF
percentile,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50,5,17,83,95,50
Year,,,,,,,,,,,,,,,,,,,,
1939,0.004285686,0.051023066016150614,0.18011292165700105,0.22685440216892802,0.11556516285481613,-0.018865541,0.012850481319094366,0.10040322313748729,0.1320874619795319,0.056648798,0.2262829434527156,0.25502047207457723,0.33464533867240637,0.3635671962075935,0.2947056306476242,-0.262796105,-0.207411649,-0.055192886,-0.000349962,-0.130928353
1940,-0.026444895,0.032487163,0.19525625518344925,0.25419147040660606,0.11386952939908986,-0.02292589,0.009099357,0.097511523,0.1295088804066873,0.053324696756015644,0.23250316234469598,0.2617452853349892,0.3427721466439975,0.3722046473602276,0.3021272647025369,-0.283852363,-0.222250664,-0.052850342,0.008217158,-0.137181652
1941,-0.056179015,0.010019286480477951,0.1928557697766059,0.25905630125288465,0.1014359882141257,-0.001662335,0.033209195,0.1294386539605089,0.16425052631981624,0.081365116,0.20594032378852958,0.24123068591318822,0.33890020334947907,0.37433604350627236,0.2899649955139073,-0.293908138,-0.22787958,-0.046197977,0.019336005,-0.136697285
1942,-0.034335798,0.028410345,0.20171339635565377,0.26446256666066015,0.11505978022016886,-0.013554161,0.027591181296613962,0.14115556486846148,0.182246501,0.084410939,0.22193286361397446,0.25732898824299827,0.3553130323469105,0.39087087068968523,0.30620935082593587,-0.294272967,-0.229166952,-0.050069388,0.014515936873602975,-0.139258646
1943,-0.07567398,0.032492891071555396,0.33124554555204055,0.43941680386358883,0.18186618883609298,-0.010353969,0.023791550493676754,0.11803426982545899,0.1521334781084843,0.070944887,0.22808122074490447,0.26276348153619616,0.35878713036505056,0.3936392359670672,0.31065803215274185,-0.28860293,-0.209170515,0.009914305,0.089129517,-0.099478131
1944,-0.005898529,0.077587987,0.30817862097327237,0.3916715301745949,0.192878889,-0.002165337,0.028307360000315876,0.11239949296298712,0.14282109916796368,0.070388703,0.23094500048548391,0.2651798321508485,0.35997352651832526,0.39438240456734036,0.3124565044506377,-0.248199712,-0.183293781,-0.004355339,0.060314844346801996,-0.093661783
1945,-0.031279443,0.048806327,0.270001883,0.35009220464900975,0.15940096159915806,-0.008914186,0.022886634,0.1106565865900564,0.14241331819670328,0.066802052,0.2353835791825272,0.2688250605234611,0.36143728953988163,0.39505983610739015,0.3150061538037984,-0.27702372,-0.209781176,-0.024553783,0.042333853,-0.116922424
1946,-0.000262471,0.056993872106837845,0.21513684664866095,0.2723978294891998,0.13606215605934535,-0.004761347,0.026152789247072136,0.11146816565442494,0.14233412979982318,0.068843739,0.2565074225971882,0.2970874708970047,0.4094247479578726,0.45019238304696035,0.353126585,-0.322389098,-0.253526695,-0.064215753,0.004009078,-0.158430996
1947,0.041095812,0.092450429,0.2342972872064612,0.2856593606675247,0.1633687095697545,-0.015653047,0.020486843,0.12024229386035154,0.1563391089631103,0.070394311,0.24017401842649178,0.27356623804410984,0.3660502417498952,0.39962919722956997,0.31967930323034427,-0.247522349,-0.192966789,-0.042901804,0.011210383665432588,-0.117628159
1948,0.09423021,0.16264011434621914,0.3516009001123123,0.4200246684571148,0.25711093430282317,-0.031353216,0.007903082,0.11628260927139028,0.15550803802274715,0.062114160043326025,0.25294900448850993,0.2871664463822001,0.3819471255793586,0.41636396862154185,0.33441910423539134,-0.19237543,-0.140021071,0.004365751,0.056567367,-0.067722195
1949,0.071750925,0.1459406680396661,0.3508621515941498,0.4250638272280681,0.24839317095683403,-0.013120753,0.022956919283327805,0.12253631970427009,0.1585678681366119,0.072778467,0.24690343044630353,0.2848601884182542,0.38994576236475004,0.428085454,0.33727666371285275,-0.2127908,-0.155047176,0.004198735,0.061771116,-0.07530598
1950,-0.019004832,0.076038575,0.3385483715114793,0.4335982653431043,0.2072889943154259,-0.008281821,0.028550965175089926,0.1302053180251471,0.16698430490576188,0.079415289,0.24447070842435442,0.27878710500323967,0.3738269663254144,0.4083325382901729,0.32617641456455737,-0.263154614,-0.192093554,0.003871148,0.074715563,-0.093961615
1951,-0.012968044,0.060333854,0.26279377050724806,0.3361007777659541,0.16156028429284444,-0.00772962,0.027244744547947557,0.12376981102335816,0.15869290857096757,0.075542676,0.2546424090217791,0.2905889051790339,0.3901410584430502,0.4262840525804279,0.3402293046342906,-0.294641337,-0.226789963,-0.040020716,0.027374607,-0.133090448
1952,0.033721339,0.081941726,0.2151309096879851,0.26335786175470616,0.14853178540537032,0.002356968,0.034821039,0.12439889854218883,0.15680155294676582,0.079652376,0.2677346582626575,0.30429361769674806,0.40555605891270036,0.44232507415223055,0.3547797997723968,-0.301259356,-0.238393395,-0.065646816,-0.003420428,-0.151578495
1953,-0.076829156,0.002968025,0.22336342163517645,0.30316290611275076,0.11316413354709767,0.007133604,0.041430144,0.13605414736580612,0.17027843725438185,0.088792033,0.27549069654082414,0.30991118941708634,0.4052899270712178,0.4399367959444991,0.3574442510081151,-0.367552359,-0.287155751,-0.066039638,0.013682317914715775,-0.176131863
1954,-0.070915279,0.027274556874009787,0.29847088584290676,0.39666459830978906,0.16287004481721215,0.004869609,0.034988537,0.11808963774012249,0.14814736870600279,0.076581343,0.3036871508165183,0.3335764340671056,0.4165231224621571,0.4466986825321244,0.3748521109369642,-0.353911677,-0.27093382,-0.042467357,0.039996016173219434,-0.156345349
1955,0.063930284,0.12207276667642211,0.28267072128353066,0.34082330930592286,0.2023647663954653,-0.01463018,0.0204756,0.11737566343195707,0.15243889403961652,0.068955012,0.2828564627272434,0.3223164748271319,0.43160445942949205,0.47128402238648504,0.3768088724888827,-0.279612715,-0.217766288,-0.047636151,0.013715107309150681,-0.132359318
1956,-0.014429359,0.068528707,0.29765899281059655,0.38062285717790106,0.183089847,-0.014652314,0.020538292,0.11767246974376368,0.15282040646645972,0.069134843,0.29633621165621543,0.3310571879654014,0.4273015223531454,0.46227471922129126,0.379005203,-0.32348476,-0.249049747,-0.044160639,0.029772322002867946,-0.146258539
1957,0.016666743897404218,0.090429883,0.2941665807416866,0.3679369124301278,0.19229326555288684,-0.006928806,0.033800374,0.14620411016340346,0.18687073900298598,0.090045432,0.31400269565472927,0.34797756115099565,0.44219914408655625,0.47645370071604065,0.3948952325506016,-0.320934208,-0.249734174,-0.053863683,0.016773534683346858,-0.151410318
1958,0.067655123,0.13171143986245315,0.3086438802938101,0.37271105479511013,0.22017016312534818,-0.002703747,0.039678808,0.1566366395032398,0.1989476871165754,0.098207098,0.3006249368931288,0.3426530271625167,0.4590525045926175,0.5013136910829576,0.40069181848690955,-0.294416269,-0.22853367,-0.047265349,0.018115319906612526,-0.13755294
1959,0.009917328,0.091223551,0.31579368962089654,0.3971072215135906,0.20350357415003328,0.00916183,0.046233436,0.1485105474401693,0.18550167624688135,0.09742756,0.3145055908592358,0.3503246589929054,0.44962912380722647,0.48572018536668593,0.39978908641559197,-0.323767967,-0.24978639,-0.046167012,0.027299924950266924,-0.147621354
1960,0.023193935635669655,0.098614387,0.30692929211104636,0.3823575651301786,0.20276643889414944,0.014963546003551292,0.051566139,0.15253535181355382,0.18904839567869067,0.10211257695217435,0.3273218560300094,0.36533917351402156,0.4707259965094236,0.5090232749875991,0.4178392786109906,-0.338833905,-0.263999336,-0.058145993,0.016085652,-0.16065636
1961,0.005439097,0.071142327,0.25261629327246515,0.3183252456376054,0.1618753590539381,-9.93E-05,0.038809041754920684,0.14617475443802386,0.1850139648085194,0.092539654,0.329193415,0.3735403604495937,0.4963815212121896,0.5409885201335873,0.43478137984454507,-0.395422281,-0.312795191,-0.085741639,-0.003950639,-0.198691114
1962,-0.00954704,0.077764789,0.3189206733057022,0.40623896721972375,0.1983382674244342,-0.000706304,0.032157238500108834,0.12284381925091371,0.15564987,0.077540225,0.3309073975156809,0.3690138444232894,0.4746529540420181,0.5130437934100408,0.42163703300998684,-0.359567116,-0.278328313,-0.054774406,0.025870655,-0.166141395
1963,0.028627049035121477,0.11138900637907424,0.3399818439121228,0.42275263098865357,0.22567932842548521,-0.034753353,-0.007624782,0.067287515,0.09440578,0.029838482781122333,0.32680998846488407,0.3673750245000949,0.47978395215102276,0.5206184844147597,0.4233934075963384,-0.330755114,-0.254760754,-0.045584104,0.029894281971957953,-0.14981616
1964,0.048823464,0.10956827709529575,0.27735187148860085,0.3381055237392827,0.19345397076146864,-0.09734634,-0.072529652,-0.003962761,0.020872438133819712,-0.038258989,0.34453287463267623,0.38794047269659976,0.5082173430802309,0.5519067890872127,0.44788429859439893,-0.372072371,-0.294569934,-0.081612342,-0.004904109,-0.187542759
1965,0.054032482726387304,0.097673529,0.21821726725283272,0.26186651438096137,0.15793973550446458,-0.128038164,-0.098230193,-0.015856075,0.013986177866297626,-0.057066805,0.3408185975123746,0.37911698043106135,0.48530362546237227,0.5238990199801521,0.4320052235092478,-0.377843266,-0.302848778,-0.097002322,-0.022935582,-0.199284961
1966,0.062176290539526724,0.1060722236640998,0.2273211518656086,0.27122616674902467,0.16669041702660548,-0.083614427,-0.058707909,0.010091808803597929,0.035005777,-0.024313195,0.34401444588364505,0.3848834429375067,0.49816096641043783,0.5393205208369746,0.4413215817261728,-0.380741653,-0.304894169,-0.096688352,-0.021766106,-0.200152406
1967,0.082846904,0.12826773316873608,0.25373164891182964,0.29916400021469414,0.19099173520787385,-0.045569658,-0.025992243,0.028078687095618945,0.047656084,0.001043234,0.3672528215415575,0.41004149145716134,0.5286527403776762,0.5717549748527899,0.46913060705490006,-0.38836776,-0.310895188,-0.098221587,-0.021689139,-0.203909255
1968,0.032492625,0.10980573299484958,0.3233491936996962,0.40067100584927096,0.21657145311218826,-0.038118703,-0.017018031,0.041256995,0.062355480971839024,0.012120991542844448,0.3786247932164512,0.42289536621956825,0.5456120126575673,0.5902052181095531,0.48403091941434884,-0.402172276,-0.316361914,-0.080463922,0.0045484,-0.197861891
1969,0.008599203,0.098297093,0.3460450249543127,0.43575080998869054,0.22216560752588618,-0.033980101,-0.010597404,0.053974651,0.077351029,0.021692987063077516,0.41321701174780506,0.4583101267398273,0.5833587735775655,0.6288181269852846,0.520581571,-0.4482607,-0.352268871,-0.088363228,0.00674903,-0.219708727
1970,0.009099141,0.095145716,0.3328087024453548,0.41886291140241294,0.21397193769513168,-0.026068506,-0.001755523,0.065376562,0.089676468,0.031819550060221184,0.3909492523191641,0.43443089383773864,0.5549963213864275,0.5988206791272483,0.49447697022053205,-0.423844289,-0.332685741,-0.082047584,0.008290464,-0.206800126
1971,0.091612252,0.15291309032902148,0.3222384100546083,0.38355245798923043,0.23756662957346344,-0.051993548,-0.022374341,0.059426065,0.089041633,0.018528375,0.39178764430571955,0.43231906223372374,0.5447578418545916,0.5856476091692849,0.48829102032477706,-0.368971893,-0.292691502,-0.083124563,-0.007649584,-0.187351914
1972,0.036768641,0.11108810450609088,0.3163635612456756,0.39069184260256273,0.21371974413378375,-0.03099061,-0.004015301,0.070470173,0.097432622,0.033236316,0.41162701935325174,0.45377953124868176,0.5707238585970198,0.6132551699538346,0.5119901429137994,-0.432693374,-0.343005224,-0.096589345,-0.007838411,-0.21915016
1973,0.12341870295641034,0.1663831632418154,0.28507040281976076,0.328051875,0.22571503696927958,-0.025615193,-0.000573981,0.068567433,0.093594141,0.034006741,0.427141668,0.47287380618002184,0.5997102743616042,0.6458252336438602,0.5360277115432505,-0.42861853,-0.344434487,-0.113422845,-0.030322596,-0.228180331
1974,0.0973127,0.16614212516163515,0.3562620799180918,0.4251057255882747,0.26119228351641055,-0.02316889,-0.004799201,0.045926142,0.064288599,0.020568464225985527,0.44050497394027205,0.4881444888605535,0.6202622881304294,0.6682942830262649,0.5539323904171327,-0.427987842,-0.339739009,-0.097304336,-0.009997026,-0.217871573
1975,0.1785474416370007,0.2264092668001838,0.3586344820143337,0.40652195062691426,0.2925041682160081,-0.063390734,-0.042921279,0.013617952567471933,0.034090700504188116,-0.014653937,0.45786091,0.5029931392049906,0.6282395351752617,0.6738029721063377,0.5653185984609185,-0.390756531,-0.31303265,-0.099683674,-0.022913469,-0.205699671
1976,0.070539666,0.16616084486700747,0.43027586241092974,0.5259103854274652,0.2982091401499999,-0.057877748,-0.035478817,0.026385297,0.048784518,-0.00454696,0.4685928718066805,0.5178435551619011,0.6544555757677741,0.7041308383685307,0.5858564036048246,-0.44855547,-0.35102134,-0.082800003,0.013895111700868268,-0.216331351
1977,0.1907587920436974,0.24168001058656458,0.38235743605576744,0.43330607733542653,0.3119997885743335,-0.046777608,-0.027290221,0.026532087,0.046019476,-0.000379069,0.5128351750834449,0.5658730323465923,0.7130064188602248,0.766513428,0.6391157876147482,-0.462059496,-0.370703821,-0.119972001,-0.029763254,-0.244545984
1978,0.084371071,0.1916716053172676,0.48804678904134513,0.5953627671422522,0.33984853356866385,-0.043660755,-0.017009416,0.056592668,0.083239391,0.019794813577258343,0.5305735162722994,0.5850328836570468,0.7361177949320545,0.7910647426085197,0.6602386767121741,-0.500551269,-0.391696359,-0.092341859,0.015577180312592864,-0.241372912
1979,0.050172347,0.1422925423370258,0.39673537141763937,0.48886687977339477,0.2695061455930247,-0.021071907,0.007510432,0.086418634,0.11497671715233033,0.046981281,0.5383696319965511,0.589269872,0.7305699607371944,0.7819904749097328,0.6595606792608317,-0.558972947,-0.444344054,-0.129475605,-0.01609631,-0.286047012
1980,0.19327661127889595,0.24152827181872033,0.3748337493222676,0.4231136414574257,0.30816151732609687,-0.026603023,0.002561515,0.083083902,0.11222867893143587,0.042836352682185434,0.5622603662789899,0.6132515762919228,0.754854745,0.8064037605912299,0.6836680091669253,-0.516221033,-0.416174591,-0.141726007,-0.043033821,-0.278015218
1981,0.19239218936400415,0.25543122066114543,0.42957588335813407,0.492641608,0.3424851210238644,-0.026373245,-0.000961859,0.069202088,0.094599077,0.034130054,0.5786916741340988,0.6289404530124157,0.768538042,0.819377173,0.6983316238443772,-0.502610713,-0.403314549,-0.130794603,-0.032748738,-0.266191274
1982,0.291462015,0.36062488193393005,0.5517057227464807,0.6209117409256224,0.4561355071657611,-0.036640185,-0.018255259,0.032520957,0.050905015,0.007133449,0.577640078,0.6332221238502773,0.7874969407580692,0.843631141,0.709978283,-0.399275891,-0.316149345,-0.087740481,-0.005467504,-0.201355543
1983,0.26884815108790655,0.3411119973605223,0.5407511489583198,0.6130535848772126,0.44090492792746777,-0.126941143,-0.101405023,-0.030802494,-0.005212644,-0.066140857,0.59992043,0.6578051754651729,0.8184678936293743,0.8769251164884044,0.7377412525383329,-0.450972883,-0.358354123,-0.103936098,-0.012321116,-0.230452026
1984,0.13541088894324937,0.2474177228073679,0.5567985306699272,0.6688260749131794,0.4020938267149602,-0.079183329,-0.058486736,-0.001305986,0.019404171,-0.029905726,0.6336751632706763,0.6904029073134806,0.847954881,0.9053164976224217,0.7687412205154485,-0.560145986,-0.441197507,-0.114230738,0.003589822,-0.276935322
1985,0.2751522319733012,0.34453751251973225,0.5362284110712654,0.6056537812000825,0.44035528089337517,-0.094830573,-0.070970193,-0.005043838,0.018835555400939535,-0.038020144,0.6401603460382287,0.6963140775721394,0.8523012773265893,0.9091037938907287,0.7738597068332541,-0.489438798,-0.391369801,-0.122128201,-0.025229142,-0.255941187
1986,0.26576356209151364,0.34168386533499867,0.5514205389118355,0.6273785165343357,0.44652618886171613,-0.089662633,-0.06473115,0.004143193,0.029086236,-0.030301961,0.6701180843850578,0.7281282768542154,0.8892928197490949,0.9479879859279535,0.8082375902640044,-0.527963445,-0.422099208,-0.131451501,-0.026846709,-0.275905738
1987,0.2357701894692199,0.33822107438640936,0.6212251606449593,0.7237082692253404,0.4797008678434806,-0.059741562,-0.034279998,0.036042401,0.061503955220178326,0.000881208,0.6942380939278275,0.7536624201412652,0.9187739221744604,0.9789130974333365,0.8357245849122029,-0.545076598,-0.431116706,-0.117959356,-0.005150131,-0.273743523
1988,0.3357000328904607,0.4249385732630745,0.6714736283434124,0.7607604726841467,0.5481727480633507,-0.046899366,-0.022500852,0.044883293,0.069280195,0.011192333639337276,0.6838078623611723,0.7469656486860078,0.9223274846547285,0.9861558554106907,0.834183544,-0.461268601,-0.363600539,-0.09514473,0.001586242,-0.228725596
1989,0.3959465760574558,0.470088159,0.6749476997865201,0.7491526813896214,0.5724741537631897,-0.04380446,-0.016517953,0.058837664,0.086119017,0.021163414239963676,0.7039349005833898,0.7685423309380404,0.9479390137432199,1.0132395261095615,0.8577621157135101,-0.449744855,-0.357258074,-0.103195515,-0.01170596,-0.229538233
1990,0.41746927634096564,0.46942681494780963,0.6130401949243445,0.6650785521625774,0.541177702,-0.033920027,-0.012324121,0.047315565577632224,0.068907019,0.017498796405355115,0.7339747323676646,0.7933265632090347,0.958334201,1.0184706602808151,0.8752886153233077,-0.485922569,-0.391800261,-0.133606479,-0.040760876,-0.261821836
1991,0.4153549485641048,0.4755672530114192,0.6419705697114947,0.7022572187366486,0.5587175782005678,-0.081830764,-0.059644494,0.00164831,0.023846484,-0.029006311,0.759317293,0.8226445091354335,0.9986464985770797,1.0627689990650189,0.9100963788556399,-0.514418749,-0.413774221,-0.137619343,-0.038289648,-0.274788922
1992,0.4435919753653941,0.5210431144534112,0.7350566358762913,0.8125808054048425,0.6279994493844825,-0.334740822,-0.274876877,-0.109271221,-0.04921383,-0.192207618,0.7744863064359535,0.8395417726778458,1.0203337155737535,1.0861965528082083,0.929380274,-0.472679083,-0.376526397,-0.112455837,-0.017385014,-0.243744115
1993,0.43284101659001206,0.5135484486767884,0.7365505543440968,0.8173274056715781,0.6250015691775749,-0.288393013,-0.235666877,-0.089824548,-0.036940721,-0.162854595,0.8125817408642703,0.8795477815870218,1.065686183535974,1.133510020086602,0.9720246949660597,-0.52831312,-0.42206704,-0.13035133,-0.025354999,-0.275346262
1994,0.4466111386744496,0.5224101372364625,0.7318625001747824,0.8077359023612081,0.6270849447744803,-0.223473618,-0.180317017,-0.060976365,-0.017713873,-0.120719807,0.8391312698469355,0.9092946997485817,1.1042910547348372,1.1753318818922038,1.0061870553270453,-0.564101669,-0.452248337,-0.145238108,-0.034773689,-0.297784211
1995,0.3911061870691141,0.4976786519448535,0.7920989458456863,0.8987273834498601,0.6448501510589699,-0.1701047,-0.134600535,-0.036452073,-0.000883214,-0.085570973,0.8416249151764937,0.9106901139226062,1.102671987727908,1.172628146,1.0060658645719995,-0.567689446,-0.449505084,-0.124767262,-0.007796649,-0.286298109
1996,0.45931519541160293,0.5406120685612053,0.7652501351204958,0.8466222067207245,0.6528791791011324,-0.109794398,-0.084468583,-0.01447918,0.010876986,-0.049494839,0.8359959321102028,0.9042003012847539,1.0938011525325664,1.162893951502983,0.9983872872877054,-0.528956683,-0.42263138,-0.130701303,-0.025628964,-0.275801201
1997,0.5131973975298256,0.5941601862753381,0.8178936087821774,0.8989446777140313,0.7059659421619982,-0.111377123,-0.084048502,-0.008535447,0.0188178,-0.046308978,0.8467326856528616,0.9166340676873598,1.1109279757105797,1.1817221822446202,1.013164547639762,-0.488319141,-0.389071023,-0.116504496,-0.018376852,-0.252014099
1998,0.5461434421238246,0.6207855544518863,0.8270789655685518,0.9018217371525581,0.7238627571906383,-0.085531533,-0.061482928,0.004951437,0.029010476,-0.02827295,0.875643337,0.9492110092286825,1.153658308981847,1.2281386809913988,1.0508044619210375,-0.509450909,-0.407505236,-0.127628945,-0.026905578,-0.266723117
1999,0.6510081306539613,0.7060625775894547,0.8583375484934187,0.9135511839366581,0.7820901471670405,-0.037199517,-0.020362717,0.026138707,0.042975351495036083,0.002888102,0.9104664817455861,0.9866025692239873,1.1981977474650856,1.275285754575066,1.091742880503684,-0.480657287,-0.387075466,-0.130330939,-0.037994309,-0.257843429
2000,0.6157304972706907,0.676718144,0.8453481365350807,0.9064718629087006,0.7609391810667483,-0.027655748,-0.00123355,0.071721646,0.098129072,0.035254248537392036,0.9384900493710648,1.015669607475483,1.230202228190122,1.308373878189408,1.1222509020006317,-0.544524297,-0.438737106,-0.148522622,-0.044154498,-0.292650033
2001,0.5710533289961544,0.6622411738691204,0.9142282329699581,1.0055137757217365,0.7881672453603593,-0.02557474,0.000982095,0.074306388,0.10084645365360126,0.03765582,0.9412577724122914,1.0184106483464859,1.2328766137598737,1.311026678297443,1.1249550960651353,-0.53814866,-0.428490141,-0.127316238,-0.01888331,-0.277056948
2002,0.6327851805935432,0.7214539160608645,0.9665075664684377,1.055291474399704,0.8439012174204987,-0.036355718,-0.00900767,0.066511917,0.093850468,0.028758680485561596,0.9569211485512348,1.0359307787711605,1.2555411123066458,1.3355596546468993,1.1450393157415337,-0.499179786,-0.396735241,-0.115330796,-0.013999708,-0.255264203
2003,0.7203759361339961,0.7950293349403416,1.0014287913034625,1.0762370677945496,0.8981221237681519,-0.029088831,-0.001970296,0.072908382,0.10001233879272196,0.035479108151574776,0.9941277562549263,1.0744557488554662,1.2977823396568788,1.379173602464258,1.1853848814943073,-0.474489588,-0.379592145,-0.119069012,-0.025311773,-0.248543295
2004,0.6991238145829802,0.7753463604322505,0.9860671735926556,1.0624355614112648,0.8806060666050523,-0.023817523,-0.000977232,0.062087736,0.084915181,0.030564121,1.010597613954667,1.0912610448704456,1.315550686981502,1.397303893456488,1.202653401849378,-0.515188139,-0.412966406,-0.132388187,-0.031432587,-0.271803062
2005,0.7255155943494275,0.789012854,0.9646257635918959,1.0282964724875894,0.8766995465454622,-0.057442779,-0.034397654,0.029250910466147313,0.052296125,-0.002573434,0.9923611242400157,1.0730449902821528,1.2973458252859529,1.3790867018327744,1.184465567197485,-0.489954738,-0.39406783,-0.130965261,-0.036329619,-0.261652576
2006,0.7474800973275884,0.8208104150032696,1.0235712538219077,1.0970677504631714,0.9220760917934961,-0.065679052,-0.041324578,0.025941213,0.050296449,-0.007692209,1.0203227122347394,1.1021729634619721,1.329749870708061,1.4126966902452376,1.2152042627757698,-0.48197834,-0.386194748,-0.123278083,-0.028673746,-0.253922168
2007,0.719989766,0.8135697538935919,1.072216845649853,1.1659330275176503,0.9427992611657523,-0.04272403,-0.019218323,0.045698964345352894,0.069202328,0.013241937789551728,1.034605098337787,1.1174388511440303,1.3477553026877325,1.4317024285855495,1.2318283193050328,-0.495392733,-0.393248164,-0.112639685,-0.01158501,-0.252191379
2008,0.7441155343414403,0.8474096373388964,1.132886023531819,1.2363162001913068,0.990053875,-0.04277965,-0.021950734,0.035575782,0.056403997748344356,0.006813007,1.0505586290463125,1.1374328472836972,1.3788992076805426,1.4668799400753565,1.2574020058019904,-0.485398537,-0.3821888,-0.098477714,0.003758507,-0.239661067
2009,0.7251852154256604,0.8385406582170167,1.1517905888604987,1.2652713027420086,0.9950791268336517,-0.047468073,-0.024812926,0.037757631129373956,0.060412198,0.006472754,1.0544742522487691,1.1396565671435468,1.376479731408056,1.4627900527048194,1.2572892877125255,-0.488589971,-0.382652291,-0.091335945,0.013679591634741278,-0.236357401
2010,0.8228705151274813,0.8809086777257651,1.0415192787890488,1.099785344546936,0.9610566165519664,-0.02689565,-0.007621414,0.045604071,0.064872429,0.018995387684346294,1.056361006634308,1.1398998816723542,1.3722091746524414,1.4568942703930794,1.2552630900582273,-0.474905332,-0.383293964,-0.132014616,-0.041665076,-0.256783027
2011,0.8688954947341063,0.9460614069266072,1.1594704515405443,1.2368421233788252,1.0526238570972037,-0.061876423,-0.038187634,0.027239093749910948,0.050928280059901083,-0.005474544,1.0974687286359188,1.1847920631287405,1.4276085206582398,1.516117793341952,1.3053814298093038,-0.446345359,-0.356695969,-0.110556214,-0.02196647,-0.232894431
2012,0.9023597975048843,0.9906988216874799,1.2349601888134387,1.3235000856530892,1.1126908074634452,-0.052040363,-0.027511611,0.040233752,0.064761986,0.006361428,1.108051376544714,1.1966732963918159,1.4430864069463818,1.5329015671560342,1.3190559476092425,-0.407168345,-0.321778831,-0.087117173,-0.00257928,-0.203859978
2013,0.8296449481416717,0.9537135494543167,1.296581241960193,1.420796142,1.1250463798384458,-0.021767106,3.321442186963661e-05,0.060225552926913783,0.082012788,0.030138419,1.1363083125238633,1.2256674109212327,1.4741778290045389,1.564774550598529,1.3490680706128382,-0.465617386,-0.36112117,-0.073598292,0.030111714600484146,-0.216816872
2014,0.8315049077627357,0.9334088044874818,1.2150818315225016,1.3171480578231147,1.0741332332978455,-0.02179818,-0.001284555,0.05535666,0.075859087,0.027043783,1.1717565132761392,1.2648462048353422,1.5237014691412503,1.6180586931139118,1.3933986360361463,-0.547889352,-0.435520571,-0.126859554,-0.015715185,-0.280344636
2015,0.9284624305510668,0.9893859946526983,1.1580250717952676,1.2192194601072208,1.0735185355549512,-0.026693139,-0.004946401,0.055103469859196466,0.076841121,0.025084809,1.1871755552041825,1.2799006220121092,1.537792254145594,1.631816300261915,1.407949523794484,-0.534248223,-0.432027581,-0.151708078,-0.050938734,-0.290865743
2016,0.9410539517471216,1.010963684442985,1.2043947412938405,1.2745557739037687,1.1075056962610823,-0.025867846,-0.005534371,0.050613909,0.070939534,0.022545189172543743,1.200311035201444,1.2939732251129943,1.5544741104529969,1.649450492684207,1.4233162492765636,-0.519621889,-0.418874459,-0.142499992,-0.043114187,-0.279747055
2017,1.0381293951040638,1.102826066866971,1.2819463590979225,1.3469574851574286,1.1921690897776522,-0.029628766,-0.011785207,0.037492986887381854,0.055333638,0.012855897902416022,1.214199285361258,1.3113100847951165,1.5813265375361323,1.6797448935354231,1.4454154744894923,-0.448226795,-0.361103196,-0.122086948,-0.036129816,-0.240789653
2018,1.0934245495963162,1.1701245120877208,1.3823823328657479,1.4593863095584316,1.2760435079091845,-0.030104625,-0.010764888,0.042643923,0.061979533,0.015942366614174378,1.2485591261679865,1.3462333330598504,1.6178847530612745,1.7169236434118211,1.4811167616248053,-0.403425048,-0.322944578,-0.102013585,-0.022509542,-0.211804882
2019,1.0851548856055127,1.1539388030029751,1.344361722558115,1.4134702641488572,1.248926117504233,-0.025100412,-0.002561338,0.059673738,0.082201444,0.02856405,1.2507486898932971,1.3481081366218903,1.618899880166235,1.717631006349064,1.4825568963899476,-0.428625862,-0.345291684,-0.116669976,-0.034450503,-0.230211153
2020,1.010827592032348,1.126339951846689,1.4456574676502412,1.561375033072955,1.2858570201617316,-0.039990729,-0.014135407,0.057266726,0.083116397,0.021569560471226802,1.2843986120076236,1.3842431302166138,1.6619511336140627,1.7632055144170182,1.522123655362362,-0.479412209,-0.376357987,-0.093015822,0.009108766,-0.234045014
2021,1.0848464114573626,1.1967017869932135,1.5059587575464413,1.6180480848249967,1.3511687341617695,-0.064013531,-0.038763481,0.030975012314876607,0.056225250645494974,-0.003894364,1.294885022270734,1.3968113483538143,1.6802685197982388,1.7836042833818109,1.5375667510399729,-0.424962672,-0.33168597,-0.075129921,0.017375343217980316,-0.202875287
2022,1.1951283885265391,1.2641450401644225,1.4552915954595163,1.5246914148973905,1.3594537495691184,-0.062942707,-0.041820839,0.016519035,0.037643282,-0.012652545,1.3254531865821224,1.4289083630233963,1.716645390587656,1.821551509968777,1.5717750352518223,-0.410696912,-0.331177494,-0.113044198,-0.034605021,-0.221364966
2023,1.1597862238009569,1.2544940806846574,1.5164690480236096,1.6114672019715643,1.3852811211431006,-0.048140757,-0.025784211,0.035961936,0.058318117948397565,0.005089113,1.3502362527554226,1.455714227281204,1.7490743402918587,1.8560295510496545,1.6013742873406167,-0.441274072,-0.350602042,-0.101528905,-0.01183763,-0.225388286
2024,1.1886868040909222,1.3169594286173716,1.671580708537992,1.8001028039540605,1.4940978148681827,-0.041361619,-0.023103949,0.02732189,0.045579483316866114,0.002109023,1.3783334565360934,1.4876583980963372,1.7916646919086168,1.9024822389710585,1.6386309364414355,-0.40963332,-0.313808058,-0.049976752,0.045248242,-0.181477933
